LOC100506869	NR_126341.1
ABR	NM_021962.4.3
ABR	NM_021962.4
LOC729296	NR_109916.1
ATP4A	NM_000704.2
ATP4B	NM_000705.3
FAM228B	NM_001145710.1
FAM228A	NM_001040710.2
ARAF	NM_001256196.1
TEPP	NM_199046.2
LOC101060542	NR_110764.1
PPP2R2B-IT1	NR_047115.1
ZNF705E	NM_001278713.1
ZNF705D	NM_001039615.3
ZNF705B	NM_001193630.1
ZNF705A	NM_001004328.2
PROP1	NM_006261.4
PROP1	NM_006261.4.3
PROP1	NM_006261.4.2
TEP1	NM_007110.4
NR2F2-AS1	NR_102743.1
TEX261	NM_144582.2
TEX264	NM_001129884.2
SAMD9L	NM_001303496.1
LOC100506746	NR_038841.1
ANKRD20A5P	NR_040113.1
C1QC	NM_001114101.1
C1QB	NM_000491.3
C1QA	NM_015991.2
PKHD1	NM_138694.3
VSIG8	NM_001013661.1
VSIG4	NM_007268.2
VSIG2	NM_014312.3
VSIG1	NM_001170553.1
SHPRH	NM_001042683.2
MIR8058	NR_107025.1
ADORA2A	NM_000675.5
ADORA2B	NM_000676.2
IHH	NM_002181.3
RBFADN	NR_103445.2
CSK	NM_001127190.1
CNOT11	NM_017546.4
CNOT10	NM_001256742.1
SSPO	NM_198455.2
TRIM49B	NM_001206626.1
TRIM49C	NM_001195234.1
CD74	NM_001025159.2
CD70	NM_001252.4
CD72	NM_001782.2
CLOCK	NM_001267843.1
SH3BP4	NM_014521.2
SH3BP5	NM_004844.4
SNORD115-34	NR_003349.1
SNORD115-35	NR_003350.1
SNORD115-32	NR_003347.1
SH3BP1	NM_018957.3
SH3BP2	NM_001145856.1
SNORD115-31	NR_003346.1
SNORD115-38	NR_003353.1
SNORD115-39	NR_003354.1
FASTKD5	NM_021826.4
FASTKD2	NM_001136193.1
FASTKD3	NM_024091.3
FASTKD1	NM_024622.4
CYB5D1	NM_144607.4
CYB5D2	NM_144611.3
MIR548XHG	NR_109925.1
SRP72	NM_006947.3
MAPK7	NM_002749.3
MAPK4	NM_002747.3
PAF1	NM_019088.3
DNAJC21	NM_194283.3
MAPK9	NM_002752.4
SPATC1	NM_198572.2
AATF	NM_012138.3
AATF	NM_012138.3.2
ARHGAP8	NM_001017526.1
PYCR2	NM_013328.3
MYT1L-AS1	NR_024468.1
GNB1L	NM_053004.2
LOC100996634	NM_001277339.1
LOC100996635	NR_110621.1
PRH1-TAS2R14	NM_001316893.1.3
PRH1-TAS2R14	NM_001316893.1.2
PRH1-TAS2R14	NM_001316893.1
UNC119	NM_005148.3
MIR576	NR_030302.1
MIR577	NR_030303.1
MIR574	NR_030300.1
MIR575	NR_030301.1
MIR572	NR_030298.1
MIR573	NR_030299.1
MIR570	NR_030296.1.2
MIR570	NR_030296.1.3
MIR570	NR_030296.1.6
MIR570	NR_030296.1.7
MIR570	NR_030296.1.4
MIR570	NR_030296.1.5
MIR570	NR_030296.1.8
MIR570	NR_030296.1
MIR571	NR_030297.1
MIR578	NR_030304.1
MIR579	NR_030305.1
MFSD9	NM_032718.3
MFSD8	NM_152778.2
KCND3	NM_004980.4
KCND2	NM_012281.2
CCHCR1	NM_001105564.1.2
CCHCR1	NM_001105564.1.3
CCHCR1	NM_001105564.1
CCHCR1	NM_001105564.1.5
CCHCR1	NM_001105564.1.6
CCHCR1	NM_001105564.1.4
MFSD1	NM_022736.2
MFSD3	NM_138431.2
ABHD14A	NM_015407.4
MFSD4	NM_181644.4
MFSD7	NM_001294341.1
MFSD6	NM_017694.3
LOC101928519	NR_110860.1
LOC101928514	NR_110837.1
LOC101928517	NR_110732.1
LOC101928516	NR_110856.1
TAMM41	NM_001284401.1
TAMM41	NM_001284401.1.2
DDX26B	NM_182540.4
MIR509-3	NR_030629.1
MIR509-3	NR_030629.1.2
MIR509-3	NR_030629.1.3
MAP6D1	NM_024871.2
NCDN	NM_001014839.1
KAT6B	NM_012330.3
KAT6A	NM_006766.4
TCAM1P	NR_002947.2
OR8G5	NM_001005198.1
BHLHE41	NM_030762.2
OR8G1	NM_001002905.1
OR8G2	NM_001291438.1
MAGI3	NM_001142782.1
MAGI2	NM_012301.3
MAGI1	NM_001033057.1
VWA3A	NM_173615.4
ST7-OT3	NR_002332.2
UGT2B7	NM_001074.2
UGT2B4	NM_021139.2
NGEF	NM_019850.2
ST7-OT4	NR_002329.1
GAPT	NM_001304428.1
MAGIX	NM_024859.3
GPBP1L1	NM_021639.4
BST1	NM_004334.2
CCL19	NM_006274.2
CARM1	NM_199141.1
LOC100288181	NR_038925.1
LOC101929395	NR_110611.1
KRTAP7-1	NM_181606.2
EHHADH-AS1	NR_038990.1
SDHAP2	NR_003265.3.4
SDHAP2	NR_003265.3.5
SDHAP2	NR_003265.3.6
SDHAP2	NR_003265.3.7
SDHAP2	NR_003265.3.2
SDHAP2	NR_003265.3.3
SDHAP2	NR_003265.3.8
SDHAP2	NR_003265.3
SDHAP3	NR_003263.2
SDHAP1	NR_003264.2
SMTNL1	NM_001105565.2
IRAIN	NR_126453.1
IMPG2	NM_016247.3
IMPG1	NM_001563.3
VWA5A	NM_001130142.1
LOC100289580	NR_103774.1
CARMN	NR_105059.1
TMEM14EP	NR_132656.1
ATP6AP1L	NM_001017971.2
C1orf101	NM_001130957.1
TNIK	NM_015028.2
SERPING1	NM_000062.2
GCSAM	NM_001190259.1
C1orf105	NM_139240.3
C1orf106	NM_018265.3
KCNU1	NM_001031836.2
MARCKSL1	NM_023009.6
LY6E	NM_001127213.1.2
LY6E	NM_001127213.1
LY6D	NM_003695.2
SATB2-AS1	NR_026830.1
LY6K	NM_017527.3
LY6H	NM_001130478.1
LY6H	NM_001130478.1.2
OR51M1	NM_001004756.2
OCLN	NM_001205254.1
TYW5	NM_001039693.2
OCLM	NM_022375.3
TYW1	NM_018264.3
TYW3	NM_138467.2
GPR37L1	NM_004767.3
LOC221946	NR_126168.1
CFC1	NM_032545.3
SPATA22	NM_001170695.1
SPATA20	NM_022827.3
SPATA21	NM_198546.1
SPATA24	NM_194296.1
SPATA25	NM_080608.3
TCP10L2	NM_001145121.1
MCUR1	NM_001031713.3
C2orf70	NM_001105519.1
C2orf71	NM_001029883.2
C2orf72	NM_001144994.1
C2orf73	NM_001100396.1
C2orf74	NM_001143959.1
C2orf76	NM_001017927.2
C2orf78	NM_001080474.1
OR52E6	NM_001005167.1
OR52E4	NM_001005165.1
OR52E2	NM_001005164.2
SERPINA1	NM_000295.4.2
SERPINA1	NM_000295.4
OR52E8	NM_001005168.1
MAFG-AS1	NR_015454.1
SNHG20	NR_027058.1
SNHG21	NR_110096.1
SNHG22	NR_117096.1
SNHG24	NR_110178.1
SNHG25	NR_132278.1
SERPINA7	NM_000354.5
CYC1	NM_001916.4
SPATA2L	NM_152339.3
NCRUPAR	NR_028375.2
FOXRED2	NM_001102371.1
FOXRED1	NM_017547.3
CYP39A1	NM_016593.4
LHX4-AS1	NR_037642.1
SCAMP4	NM_079834.2
SCAMP5	NM_001178111.1
SCAMP2	NM_005697.3
SCAMP3	NM_005698.3
SCAMP3	NM_005698.3.2
WAC-AS1	NR_033805.1
SCAMP1	NM_004866.5
RTL1	NM_001134888.2
CRYBB2P1	NR_033733.1
TSPAN2	NM_005725.5
TSPAN3	NM_005724.5
TSPAN1	NM_005727.3
TSPAN6	NM_003270.3
TSPAN7	NM_004615.3
TSPAN4	NM_001025234.1
TSPAN5	NM_005723.3
TSPAN8	NM_004616.2
C7orf49	NM_024033.3
ZNF444	NM_018337.3
ZNF445	NM_181489.5
ZNF446	NM_017908.3
ZNF440	NM_152357.2
ZNF441	NM_152355.2
ZNF442	NM_030824.2
ZNF443	NM_005815.4
MIR548H1	NR_031677.1
MIR548H3	NR_031679.1
MIR548H2	NR_031678.1
MIR548H5	NR_039610.1
MIR548H4	NR_031680.1
L3MBTL1	NM_032107.4
L3MBTL3	NM_032438.2
L3MBTL2	NM_031488.4
L3MBTL4	NM_173464.3
SERAC1	NM_032861.3
CCDC148-AS1	NR_038850.1
CINP	NM_032630.2
BBOX1-AS1	NR_125766.1
RASD2	NM_014310.3
RASD1	NM_016084.4
MYCNUT	NR_125783.1
TIFAB	NM_001099221.1
TRABD	NM_025204.2
FAM175A	NM_139076.2
FAM175B	NM_032182.3
THBS2	NM_003247.3
THBS3	NM_007112.4
THBS1	NM_003246.3
MIR4252	NR_036218.1
MIR4253	NR_036214.1
MIR4251	NR_036215.1
MIR4256	NR_036210.1
MIR4257	NR_036211.1
MIR4254	NR_036216.1
MIR4255	NR_036217.1
MIR4258	NR_036212.1
MIR4259	NR_130464.1
MYL10	NM_138403.4
DSTN	NM_006870.3
TTC28-AS1	NR_026963.1
HRAT17	NR_110162.1
AP1G1	NM_001030007.1
AP1G2	NM_003917.4
LOC100288846	NR_038935.1
LOC100288842	NR_027442.1
BUD31	NM_003910.3
DLGAP2-AS1	NR_103863.1.2
DLGAP2-AS1	NR_103863.1.3
DLGAP2-AS1	NR_103863.1
DLGAP2-AS1	NR_103863.1.4
DDIAS	NM_145018.3
OR5M8	NM_001005282.1
OR5M9	NM_001004743.1
RPE65	NM_000329.2
OR5M1	NM_001004740.1
XKRY	NM_004677.2
XKRY	NM_004677.2.2
XKRX	NM_212559.2
LINC00668	NR_034100.1
LINC00665	NR_038278.1
LINC00664	NR_037194.1
LINC00667	NR_015389.1
ZNF385D	NM_024697.2
LINC00661	NR_026828.1
LINC00663	NR_026956.1
LINC00662	NR_027301.1
MIR5707	NR_049893.1
MIR5706	NR_049892.1
MIR5705	NR_049891.1
MIR5704	NR_049890.1
MIR5703	NR_049888.1
MIR5702	NR_049887.1
IGSF22	NM_173588.3
MIR5700	NR_049885.1
GRAP	NM_006613.3
NPVF	NM_022150.3
MIR5708	NR_049894.1
GOLM1	NM_016548.3
XKR5	NM_207411.4
XKR4	NM_052898.1
XKR7	NM_001011718.1
XKR6	NM_173683.3
XKR3	NM_175878.3
XKR9	NM_001011720.1
XKR8	NM_018053.3
HSP90AA1	NM_001017963.2
RNF169	NM_001098638.1
PALD1	NM_014431.2
EIF1	NM_005801.3
SCP2	NM_002979.4
CALML3-AS1	NR_120496.1
NNAT	NM_005386.2
LOC344887	NR_033752.2
RAB37	NM_001163989.1
RAB36	NM_004914.2
RAB35	NM_006861.6
RAB34	NM_001144943.1
HJURP	NM_018410.4
RAB32	NM_006834.3
RAB31	NM_006868.3
RAB30	NM_001286059.1
RAB38	NM_022337.2
DOK2	NM_003974.2
DOK3	NM_024872.2
LOC401557	NR_046107.1
DOK6	NM_152721.5
DOK7	NM_001301071.1
DOK4	NM_018110.3
DOK5	NM_018431.4
C19orf66	NM_018381.3
LOC102724776	NR_125937.1
YPEL4	NM_145008.2
RAB3D	NM_004283.3
RAB3C	NM_138453.2
RAB3B	NM_002867.3
RAB3A	NM_002866.4
ALOX15B	NM_001141.2
ARMC6	NM_001199196.1
ARMC7	NM_024585.3
LRG1	NM_052972.2
ARMC5	NM_001288767.1
ARMC2	NM_032131.5
ARMC3	NM_173081.4
ARMC1	NM_018120.5
C19orf60	NM_001100418.1
PDCD6IP	NM_001162429.2
ZDHHC8P1	NR_003950.1.2
ZDHHC8P1	NR_003950.1
GDNF	NM_001190468.1
ACTL6B	NM_016188.4
WNT16	NM_057168.1
WNT11	NM_004626.2
RANGRF	NM_016492.4
HSPA2	NM_021979.3
HSPA7	NR_024151.1
HSPA6	NM_002155.4
HSPA5	NM_005347.4
HSPA4	NM_002154.3
HSPA9	NM_004134.6
WDR90	NM_145294.4
LIFR	NM_001127671.1
KIAA0907	NM_014949.3
DANCR	NR_024031.1
PPP2R2D	NM_018461.4
PPP2R2A	NM_001177591.1
PPP2R2C	NM_020416.3
PPP2R2B	NM_181675.3
CEP89	NM_032816.4
GC	NM_001204307.1
CEP83	NM_001042399.1
GK	NM_001205019.1
HNRNPDL	NM_031372.3
ANKRD20A12P	NR_046228.1
EEF2KMT	NM_201400.3
NTHL1	NM_002528.5
LOC100505716	NR_038319.1
LOC100505715	NR_038334.1
SYNPR	NM_001130003.1
LOC400958	NR_036586.1
TTK	NM_003318.4
TMEM265	NM_001256829.1
MYPN	NM_001256267.1
TTN	NM_001267550.2
TMEM260	NM_017799.3
TTL	NM_153712.4
LOC100132735	NR_038399.1
FAM90A25P	NR_073395.1
LOC101929154	NR_105012.1
LOC101929153	NR_104619.1
SFT2D3	NM_032740.3
SFT2D2	NM_199344.2
SFT2D1	NM_145169.2
DAP3	NM_001199849.1
TOP1	NM_003286.2
TMEM190	NM_139172.1
TMEM192	NM_001100389.1
TMEM196	NM_152774.3
TMEM198	NM_001005209.2
TMEM199	NM_152464.2
FOXC2	NM_005251.2
FOXC1	NM_001453.2
IDO2	NM_194294.2
SHROOM3	NM_020859.3
SHROOM2	NM_001649.2
SHROOM1	NM_001172700.1
MIOX	NM_017584.5
PRR23C	NM_001134657.1
SHROOM4	NM_020717.3
MIOS	NM_019005.3
PELI1	NM_020651.3
PELI3	NM_145065.2
PELI2	NM_021255.2
F11-AS1	NR_033900.1
MIR30C2	NR_029598.1
MYEOV	NM_001293291.1
SNORA59A	NR_003025.1
SNORA59A	NR_003025.1.2
FLJ30679	NR_026674.1
GVINP1	NR_003945.1
SNORA59B	NR_003022.1.2
SNORA59B	NR_003022.1
SRPK1	NM_003137.4
SRPK3	NM_014370.3
SRPK2	NM_182692.2
BDKRB1	NM_000710.3
BDKRB2	NM_000623.3
PACRG	NM_152410.2
HSD52	NR_027120.1
KIAA0125	NR_026800.2
KIAA0125	NR_026800.2.2
PCDHGA10	NM_018913.2
RDH8	NM_015725.2
RDH5	NM_001199771.1
UXS1	NM_001253875.1
UBL7-AS1	NR_038448.1
MROH7-TTC4	NR_037639.2
ZNF724P	NR_045525.1
RPN1	NM_002950.3
RPN2	NM_002951.3
LOC442132	NR_033906.2
SLC48A1	NM_017842.2
CYP4F8	NM_007253.3
PES1	NM_014303.3
NOSTRIN	NM_001171631.1.2
NOSTRIN	NM_001171631.1
CYP4F2	NM_001082.4
CYP4F3	NM_000896.2
ASB2	NM_001202429.1
ASB2	NM_001202429.1.2
ASB3	NM_016115.4
ASB1	NM_001040445.1
ASB6	NM_017873.3
ASB7	NM_198243.2
ASB4	NM_016116.2
LOC649133	NR_038829.1
ASB8	NM_024095.3
ASB9	NM_001031739.2
SAG	NM_000541.4
ATP5SL	NM_001167867.1
LOC101927446	NR_110085.1
DGCR6L	NM_033257.3
TMEM44	NM_001166305.1
TMEM47	NM_031442.3
TMEM40	NM_001284406.1
TMEM43	NM_024334.2
TMEM42	NM_144638.2
OR52K2	NM_001005172.2
NHLH1	NM_005598.3
MIR548V	NR_036103.1
ZNF600	NM_198457.2
ZNF606	NM_025027.3
ZNF607	NM_032689.4
ZNF605	NM_001164715.1
TREX2	NM_080701.3
NDC80	NM_006101.2
ZNF608	NM_020747.2
ZNF609	NM_015042.1
PIRT	NM_001101387.1
GCA	NM_012198.3
OR1C1	NM_012353.2
GCG	NM_002054.4
OR11H12	NM_001013354.1
GCK	NM_033507.1
DMBT1P1	NR_003570.2
RPL21P44	NR_027153.1
PROZ	NM_001256134.1
THOC7-AS1	NR_104326.1
AZGP1	NM_001185.3
LOC101928491	NR_110855.1
MIR548G	NR_031662.1
LOC101928495	NR_110409.1
PROC	NM_000312.3
NUTF2	NM_005796.1
MIR548B	NR_030315.1
PRSS30P	NR_026864.2
LOC100129697	NM_001290330.1
MIR548L	NR_031630.1
CYLC2	NM_001340.4
RASGRP1	NM_005739.3
ZRANB2-AS2	NR_046217.1
PCBP2-OT1	NR_109828.1
MIR548O	NR_031669.1
MIR548F1	NR_031642.1
PRPF40B	NM_001031698.2
PRPF40A	NM_017892.3
ENKUR	NM_145010.3
TNFSF8	NM_001244.3
MIR548J	NR_031615.1
C4B_2	NM_001242823.2
C4B_2	NM_001242823.2.9
C4B_2	NM_001242823.2.8
C4B_2	NM_001242823.2.7
C4B_2	NM_001242823.2.6
C4B_2	NM_001242823.2.5
C4B_2	NM_001242823.2.4
C4B_2	NM_001242823.2.3
C4B_2	NM_001242823.2.2
MIR548K	NR_031624.1
FUT8-AS1	NR_024334.1
GPCPD1	NM_019593.3
SEPHS2	NM_012248.3
SEPHS1	NM_012247.4
SNORD71	NR_003059.1
RPS4X	NM_001007.4
DLST	NM_001933.4
SNORD76	NR_003942.1
IL1F10	NM_032556.5
SLMAP	NM_001304420.2
LOC200726	NM_001102659.1
SDCBP2	NM_001199784.1
ZNF559-ZNF177	NM_001172650.2
LOC101929454	NR_109944.1
LOC101929452	NR_110252.1
LOC101929450	NR_125816.1
VASN	NM_138440.2
VASN	NM_138440.2.2
NBPF15	NM_001170755.2
NBPF14	NM_015383.2
NBPF12	NM_001278141.1
NBPF11	NM_183372.5
NBPF10	NM_001302371.1
VASP	NM_003370.3
PAPOLG	NM_022894.3
PAPOLA	NM_032632.4
PAPOLB	NM_020144.4
LYPLAL1	NM_138794.4
GOLGA8CP	NR_027411.2.7
GOLGA8CP	NR_027411.2.6
GOLGA8CP	NR_027411.2.5
GOLGA8CP	NR_027411.2.4
GOLGA8CP	NR_027411.2.3
GOLGA8CP	NR_027411.2.2
GOLGA8CP	NR_027411.2
ZSCAN32	NM_001284527.1
ZSCAN31	NM_001135216.1
ZSCAN30	NM_001112734.3
OR3A4P	NR_024128.1
TDRG1	NR_024015.1
CYP51A1	NM_000786.3
WDR62	NM_001083961.1
WDR63	NM_145172.4
ASRGL1	NM_001083926.1
WDR61	NM_001303247.1
WDR66	NM_144668.5
WDR64	NM_144625.4
WEE2-AS1	NR_015392.1
WEE2-AS1	NR_015392.1.2
SLC25A3	NM_005888.3
SLC25A2	NM_031947.3
SLC25A1	NM_001256534.1
TONSL	NM_013432.4
SLC25A6	NM_001636.3.2
SLC25A6	NM_001636.3
SLC25A5	NM_001152.4
SLC25A4	NM_001151.3
SGMS1-AS1	NR_126411.1
TTC23L	NM_144725.3
CEBPZOS	NR_037879.1
KIF5A	NM_004984.2
KIF5B	NM_004521.2
KIF5C	NM_004522.2.2
KIF5C	NM_004522.2
MED26	NM_004831.3
MASP1	NM_139125.3
MASP2	NM_006610.3
MIR6069	NR_106717.1
MIR6068	NR_106716.1
IFNGR1	NM_000416.2
IFNGR2	NM_005534.3.2
IFNGR2	NM_005534.3
CMIP	NM_198390.2
CDK1	NM_001786.4
IARS2	NM_018060.3
USP49	NM_001286554.1
USP48	NM_032236.5
USP45	NM_001080481.1
USP44	NM_001042403.2
USP47	NM_001282659.1
USP46	NM_022832.3
USP40	NM_018218.2
USP43	NM_153210.4
USP42	NM_032172.2
HCP5	NR_040662.1.2
HCP5	NR_040662.1.3
HCP5	NR_040662.1
HCP5	NR_040662.1.4
GGTA1P	NR_003191.1
SLFNL1-AS1	NR_037868.1
ZPR1	NM_003904.4
TPRG1L	NM_182752.3
TEDDM1	NM_172000.3
VAT1L	NM_020927.2
PPP1R17	NM_006658.4
RPS7	NM_001011.3
LRRC37A6P	NR_003525.2
RPS5	NM_001009.3
RPS3	NM_001260506.1
RPS2	NM_002952.3
VDAC3	NM_001135694.2
VDAC2	NM_001184783.1
VDAC1	NM_003374.2
RPS9	NM_001013.3.10
RPS9	NM_001013.3.6
RPS9	NM_001013.3.7
RPS9	NM_001013.3.4
RPS9	NM_001013.3.5
RPS9	NM_001013.3.2
RPS9	NM_001013.3.3
RPS9	NM_001013.3.8
RPS9	NM_001013.3
RPS9	NM_001013.3.9
RPS8	NM_001012.1
HSP90AB1	NM_001271969.1
MIR500A	NR_030224.1
MIR500B	NR_036257.1
NAPA-AS1	NR_038452.1
PTP4A1	NM_003463.4
KIAA1456	NM_020844.2
PTP4A3	NM_032611.2.2
PTP4A3	NM_032611.2
TTTY9A	NR_001530.1
TTTY9A	NR_001530.1.2
MIR5008	NR_049806.1
MIR5009	NR_049807.1
IGSF23	NM_001205280.1
GGNBP2	NM_024835.4.2
GGNBP2	NM_024835.4
IGSF21	NM_032880.4
MIR5000	NR_049796.1
MIR5001	NR_049797.1
MIR5002	NR_049798.1
MIR5003	NR_049799.1
MIR5004	NR_049800.1
MIR5004	NR_049800.1.2
MIR5006	NR_049803.1
MIR5007	NR_049804.1
RPSA	NM_001304288.1
TAPBP	NM_172208.2
TAPBP	NM_172208.2.5
TAPBP	NM_172208.2.3
TAPBP	NM_172208.2.2
TAPBP	NM_172208.2.4
ADRB1	NM_000684.2
ADRB2	NM_000024.5
ADRB3	NM_000025.2
MCM3AP	NM_003906.4
SNORA111	NR_132967.1
SNORA110	NR_132966.1
LINC01477	NR_110791.1
LINC01476	NR_110813.1
LINC01475	NR_120618.1
LINC01474	NR_121120.1
LINC01473	NR_110218.1
RPL28	NM_001136135.1
LINC01471	NR_125397.1
LINC01470	NR_109877.1
RPL24	NM_000986.3
RPL27	NM_000988.3
RPL26	NM_000987.3
RPL21	NM_000982.3.2
RPL21	NM_000982.3
LINC01479	NR_120456.1
LINC01478	NR_110792.1
ATG3	NM_022488.4
ATG7	NM_006395.2
ATG5	NM_001286106.1
LOC642846	NR_024374.1
ZUFSP	NM_145062.2
LOC644145	NR_003935.2
UGT1A10	NM_019075.2
UCHL1-AS1	NR_102709.1
SNORA11C	NR_003710.1
SNORA11B	NR_003709.1
SNORA11E	NR_102368.1
SNORA11E	NR_102368.1.2
SNORA11D	NR_003711.1.2
SNORA11D	NR_003711.1
ZNF729	NM_001242680.1
FLJ35934	NR_104343.1
SNRNP35	NM_180699.3
SNORD83A	NR_000027.1
MLF2	NM_005439.2
FZD2	NM_001466.3
MIR708	NR_030598.1
LINC01518	NR_120659.1
ACYP1	NM_001302617.1
LOC100506071	NR_038356.1
CCDC188	NM_001243537.1
LINC00434	NR_047022.1
ACSL3	NM_004457.3
LINC00437	NR_126377.1
LINC00430	NR_132371.1
LINC00431	NR_126378.1
ACSL4	NM_022977.2
LINC00433	NR_047021.1
ZNF890P	NR_034163.1
LOC101927604	NR_110681.1
LOC101927606	NR_131977.1
CCR6	NM_004367.5
TRIM38	NM_006355.4
HR	NM_005144.4
TRIM32	NM_001099679.1
HP	NM_005143.3
TRIM37	NM_001005207.2
TRIM36	NM_018700.3
TRIM35	NM_171982.4
TRIM34	NM_001003827.1
PTCHD1-AS	NR_073010.1
CCDC180	NM_020893.2
CCDC183	NM_001039374.4
INTS6	NM_012141.2
NEBL	NM_006393.2
CCDC185	NM_152610.2
CCDC184	NM_001013635.3
ZNF585A	NM_001288800.1
LOC100507373	NR_045214.1
LOC105373609	NR_132317.1
NCAM1-AS1	NR_034101.1
CCDC187	NM_001291516.1
CCDC186	NM_018017.2
INTS9	NM_018250.3
INTS8	NM_017864.3
FPGT-TNNI3K	NM_001112808.2
DNAJC30	NM_032317.2
IFIT1B	NM_001010987.2
RMDN2-AS1	NR_102712.1
PCYT1B-AS1	NR_046638.1
IQCF6	NM_001143833.3
IQCF4	NR_038213.1
IQCF5	NM_001145059.1
IQCF2	NM_203424.1
IQCF3	NM_001085479.2
IQCF1	NM_152397.2
P2RY10	NM_014499.2
NEURL1	NM_004210.4
NEURL2	NM_080749.3
NEURL3	NM_001285485.1
NEURL4	NM_032442.2
LOC407835	NR_002144.1
LOC646268	NR_033946.1
LOC643770	NR_038383.1
PROX1	NM_001270616.1
PROX2	NM_001243007.1
LOC101928128	NR_110651.1
ATCAY	NM_033064.4
AREL1	NM_001039479.1
DECR2	NM_020664.3
DECR2	NM_020664.3.2
DECR1	NM_001359.1
MIR133A1HG	NR_110369.1
TFF1	NM_003225.2
TFF2	NM_005423.4
TFF3	NM_003226.3
SNORD6	NR_003036.1
SNORD7	NR_003037.1
SNORD5	NR_003033.1
SNORD2	NR_002587.1
SNORD8	NR_002916.2
SNORD9	NR_003029.2
TMPRSS9	NM_182973.1
KLB	NM_175737.3
TMPRSS2	NM_001135099.1
TMPRSS3	NM_024022.2
TMPRSS4	NM_019894.3
TMPRSS5	NM_030770.3
TMPRSS6	NM_001289000.1
TMPRSS7	NM_001042575.2
ABCC12	NM_033226.2
ABCC13	NR_003087.1
ABCC10	NM_001198934.1
ABCC11	NM_032583.3
MIR4776-2	NR_039936.1
MIR4776-1	NR_039935.1
EMG1	NM_006331.7
LOC101929295	NR_110303.1
LOC101929294	NR_125808.1
LOC101929297	NR_125862.1.2
LOC101929297	NR_125862.1
TRIM16L	NM_001037330.1
COMMD8	NM_017845.3
COMMD9	NM_014186.3
COMMD2	NM_016094.3
COMMD3	NM_012071.3
COMMD1	NM_152516.2
COMMD6	NM_203497.3
COMMD7	NM_053041.2
COMMD4	NM_017828.4
COMMD5	NM_001081003.2
LOC729506	NR_039984.1
ZMYM2	NM_001190964.2
ZMYM3	NM_005096.3
ZMYM1	NM_001289088.1
ZMYM6	NM_007167.3
ZMYM4	NM_005095.2
ZMYM5	NM_001142684.1
FDPSP2	NR_003262.1
LMNTD1	NM_001145728.2
DEPDC1B	NM_018369.2
LMNTD2	NM_173573.2.2
LMNTD2	NM_173573.2
SHFM1	NM_006304.1
ANO8	NM_020959.2
ANO9	NM_001012302.2
ANO4	NM_001286615.1.2
ANO4	NM_001286615.1
ANO5	NM_213599.2
ANO6	NM_001204803.1
ANO7	NM_001001891.3
ANO1	NM_018043.5
ANO2	NM_001278596.1
ANO3	NM_001313726.1
COL3A1	NM_000090.3
HIP1R	NM_003959.2
GTF2B	NM_001514.5
GTF2I	NM_032999.3
CHUK	NM_001278.3
FRG1BP	NR_003579.1
CSGALNACT1	NM_001130518.1
MIR3179-2	NR_036143.1.4
MIR3179-2	NR_036143.1
MIR3179-2	NR_036143.1.5
MIR3179-2	NR_036143.1.6
MIR3179-2	NR_036143.1.7
MIR3179-2	NR_036143.1.2
MIR3179-2	NR_036143.1.3
C5orf17	NR_131245.1
C1QTNF9B	NM_001007537.2
POLR2D	NM_004805.3
POLR2F	NM_001301130.1
MYZAP	NM_001018100.4
POLR2C	NM_032940.2
ASH2L	NM_004674.4
FTHL17	NM_031894.2
RECQL5	NM_004259.6
SAMSN1-AS1	NR_046512.2
RGMB	NM_001012761.2
RGMA	NM_001166283.1
UTF1	NM_003577.2
GIMAP1-GIMAP5	NM_001199577.1
LCA10	NR_130768.1
FAM110B	NM_147189.2
POLR2K	NM_005034.3
BHLHB9	NM_001142524.1
GRID1	NM_017551.2
GRID2	NM_001510.3
ST7L	NM_017744.4
CYP2C9	NM_000771.3
CYP2C8	NM_000770.3
APOBEC3H	NM_001166003.2
APOBEC3D	NM_152426.3
APOBEC3G	NM_021822.3
APOBEC3F	NM_145298.5
APOBEC3A	NM_145699.3
APOBEC3C	NM_014508.2
APOBEC3B	NM_004900.4
C10orf67	NM_153714.2
OR10P1	NM_206899.1
C10orf62	NM_001009997.2
GGT3P	NR_003267.1
GGT3P	NR_003267.1.2
DHFR	NM_000791.3
GIPR	NM_000164.3
LPIN2	NM_014646.2
LPIN3	NM_001301860.1
LPIN1	NM_001261428.1
SNTG1	NM_001287813.1
CLSTN1	NM_001009566.2
SNTG2	NM_018968.3.2
SNTG2	NM_018968.3
CTBP1-AS	NR_104331.1
AGO4	NM_017629.3
KLHDC7B	NM_138433.3
KLHDC7A	NM_152375.2
MUSTN1	NM_205853.3
NUP35	NM_138285.4
LOC100422737	NR_033557.1
WHAMMP3	NR_003521.1
WHAMMP2	NR_026589.1.2
WHAMMP2	NR_026589.1
WHAMMP1	NR_036650.1.2
WHAMMP1	NR_036650.1
SLC1A4	NM_003038.4
CYP11B2	NM_000498.3
CYP11B1	NM_000497.3
SLC1A7	NM_001287595.1
SLC1A1	NM_004170.5
SLC1A2	NM_004171.3
SLC1A3	NM_004172.4
RSPH4A	NM_001010892.2
MIR329-2	NR_029968.1
MIR329-1	NR_029967.1
MIR503HG	NR_024607.1
CCDC109B	NM_017918.4
LY86-AS1	NR_026970.1
MIPEP	NM_005932.3
