STYX	ENST00000354586
PGAM1P10	ENST00000402426
AIMP1	ENST00000394701
C1orf194	ENST00000369948
RNA5SP105	ENST00000391123
ABHD13	ENST00000375898
RP11-77G22.2	ENST00000342691
SLC10A6	ENST00000273905
LINC01555	ENST00000370624
AC108004.3	ENST00000599026
RP11-263K4.5	ENST00000552532
ALDH2	ENST00000261733
GPAT2	ENST00000359548
HOXB1	ENST00000239174
RN7SKP19	ENST00000516016
NKD2	ENST00000296849
TEX9	ENST00000352903
RP11-677I18.4	ENST00000524966
RP11-317J19.1	ENST00000524610
RP11-16L14.2	ENST00000565366
RP11-215A19.2	ENST00000509111
RP11-304L19.3	ENST00000565937
AC002463.3	ENST00000453459
MSANTD1	ENST00000510580
RP11-582J16.3	ENST00000517384
RP13-577H12.3	ENST00000511798
LGMNP1	ENST00000441282
RP11-231C14.7	ENST00000604430
POLK	ENST00000241436
SMG6	ENST00000263073
RP3-453C12.14	ENST00000613646
RP11-2N5.1	ENST00000503320
RNU6-408P	ENST00000515910
SRCAP	ENST00000262518
CTD-2313J17.3	ENST00000554322
TRAJ49	ENST00000390488
LINC00552	ENST00000625151
RN7SL423P	ENST00000486202
RNU6-793P	ENST00000384233
RNU6-1006P	ENST00000516998
RP11-197N18.2	ENST00000540866
IGSF9B	ENST00000533871
TRIM49C	ENST00000448984
VSIG8	ENST00000368100
RP11-517B11.4	ENST00000503006
RP11-126O22.11	ENST00000632293
AKAP12	ENST00000253332
RN7SL811P	ENST00000580735
PMCHL1	ENST00000418902
MAK16	ENST00000360128
RP11-497G19.1	ENST00000546835
TRIP11	ENST00000267622
CTD-3187F8.11	ENST00000594261
CTD-2501M5.1	ENST00000524275
TCEAL4	ENST00000372629
RP11-547D24.1	ENST00000443930
RP13-643D4.1	ENST00000445763
RP11-472K17.3	ENST00000623716
RP11-309M7.1	ENST00000569111
RAP1GAP	ENST00000374763
PDCD5	ENST00000419343
HOOK1	ENST00000371208
RP11-642A1.1	ENST00000624905
DAOA	ENST00000375936
EIF3KP1	ENST00000513279
DNMT3B	ENST00000328111
RP1-28O17.1	ENST00000454135
RN7SL505P	ENST00000482644
TGM7	ENST00000452443
SRP19	ENST00000505459
RP11-428G5.4	ENST00000544968
TATDN2	ENST00000287652
SCNN1D	ENST00000616713
HES2	ENST00000377834
MEG3	ENST00000522771
VN1R2	ENST00000341702
RNU6-1113P	ENST00000384348
ZFHX3	ENST00000268489
CCDC182	ENST00000299415
RP4-705F19.1	ENST00000447150
RP11-252K23.1	ENST00000568140
RP11-27P7.1	ENST00000531077
TDRG1	ENST00000373170
AC055876.1	ENST00000431496
C1orf106	ENST00000367342
SYT10	ENST00000228567
RP13-884E18.2	ENST00000505454
NFE2	ENST00000312156
TNIK	ENST00000436636
RP11-346C16.4	ENST00000405355
HCP5B	ENST00000630472
RPS21P4	ENST00000487122
NRDE2	ENST00000354366
RPL41P5	ENST00000536425
RP11-318K12.3	ENST00000615372
ATG2B	ENST00000359933
RUVBL2	ENST00000595090
AC018638.1	ENST00000474069
MYO9A	ENST00000356056
AF254982.2	ENST00000611755
CNTD1	ENST00000588408
RP11-850A17.1	ENST00000621167
RP11-352B15.5	ENST00000565935
RPL10P15	ENST00000585756
RP11-123M21.1	ENST00000546563
SNORD114-9	ENST00000364370
AL121578.2	ENST00000567273
RP11-91P24.7	ENST00000525594
CA13	ENST00000321764
CTC-518B2.8	ENST00000250366
KB-68A7.1	ENST00000617205
AC012442.5	ENST00000414784
RP11-774G5.1	ENST00000511607
RP11-653B10.1	ENST00000522776
CLDN12	ENST00000287916
RP11-249M12.2	ENST00000504419
RP1-153P14.7	ENST00000624365
CXADRP2	ENST00000556905
RPL29P19	ENST00000425197
RP11-94B19.3	ENST00000579833
IRAK2	ENST00000256458
RP1-111D6.4	ENST00000637865
RNU6-1108P	ENST00000516308
KRT18P47	ENST00000561341
RALY	ENST00000246194
IGKV2-4	ENST00000523070
PSCA	ENST00000301258
CHP2	ENST00000300113
RAPGEF6	ENST00000296859
CERS6-AS1	ENST00000425636
RN7SKP207	ENST00000411204
HAND2-AS1	ENST00000502896
NDUFB4P11	ENST00000600530
LRRC10B	ENST00000378075
RP11-548H18.2	ENST00000505994
NDUFB4	ENST00000184266
SLC18A3	ENST00000374115
RP11-85G18.6	ENST00000574842
RP11-64K7.1	ENST00000470499
MIR7702	ENST00000621931
AC074389.6	ENST00000382528
RP11-94C24.11	ENST00000513378
CLU	ENST00000316403
NPM1P51	ENST00000443470
AC098820.2	ENST00000457694
SH2B3	ENST00000341259
GAPDHP60	ENST00000513846
CBX1P5	ENST00000475330
ERAL1	ENST00000254928
PKD1L2	ENST00000525539
RP11-307O13.1	ENST00000568811
RP11-84A19.3	ENST00000527035
ARL15	ENST00000504924
RP5-1007F24.1	ENST00000623092
CBWD1	ENST00000356521
MIR340	ENST00000362125
RNU6-968P	ENST00000384076
RNU6-209P	ENST00000384118
CTA-221G9.12	ENST00000366110
MIR527	ENST00000385244
UCP3	ENST00000314032
RP11-514D23.2	ENST00000597373
MIR4472-2	ENST00000582069
RP11-349F21.5	ENST00000623580
CTA-85E5.6	ENST00000451219
LDAH	ENST00000381090
RN7SL321P	ENST00000581742
RP11-405A12.1	ENST00000414406
DGCR9	ENST00000609630
TRIM31-AS1	ENST00000440874
AC012075.2	ENST00000446580
RP11-84A12.1	ENST00000625143
AC006128.2	ENST00000624704
RP1-118J21.24	ENST00000446772
MIR6761	ENST00000617899
RP11-457D20.1	ENST00000563482
RP11-154D6.1	ENST00000589255
CD2BP2	ENST00000305596
RP11-163O19.3	ENST00000530696
AIMP1P2	ENST00000425294
RPL17P43	ENST00000422360
TM6SF1	ENST00000322019
SLC25A6	ENST00000381401
RP11-689E3.2	ENST00000587055
RP11-214O14.1	ENST00000475247
PRR7-AS1	ENST00000425316
ZNF780A	ENST00000455521
RP11-404P21.9	ENST00000555221
MIR4496	ENST00000550306
LZTS3	ENST00000329152
RP11-5A11.1	ENST00000534173
LARP6	ENST00000299213
MTCL1P1	ENST00000446207
CTD-2593A12.3	ENST00000512672
PRDX4P1	ENST00000507189
NAA30	ENST00000556492
RP11-320A16.1	ENST00000565906
RN7SKP158	ENST00000410453
RP11-412B14.1	ENST00000527318
RP11-865I6.2	ENST00000522354
HINT3	ENST00000229633
RABGAP1L	ENST00000251507
CTB-33O18.1	ENST00000519821
MIR4776-1	ENST00000580204
USP9YP24	ENST00000434374
XXbac-BPG249D20.9	ENST00000415195
RP11-330C7.3	ENST00000440471
KIF2A	ENST00000407818
RP3-461F17.3	ENST00000607161
LIPM	ENST00000404743
AP000568.2	ENST00000282964
FNIP2	ENST00000264433
OR4B1	ENST00000309562
EIF4EP3	ENST00000498782
CTD-3162L10.1	ENST00000586340
RP11-549K20.1	ENST00000507600
MIR548Q	ENST00000408404
CHRDL2	ENST00000263671
RP11-9J18.1	ENST00000635992
RP3-400B16.1	ENST00000427049
TUBA8	ENST00000416740
AC025442.3	ENST00000521596
RP11-449J1.1	ENST00000416908
RP11-440D17.3	ENST00000609975
CHCHD2P3	ENST00000603038
RP11-280G9.1	ENST00000505627
RPS2P55	ENST00000397318
RP13-554M15.5	ENST00000623606
BMX	ENST00000342014
ASMTL-AS1	ENST00000425740
RP11-124B13.1	ENST00000519555
MAGED2	ENST00000218439
TMEM44	ENST00000392432
CDCA4P4	ENST00000435216
HMGN2P20	ENST00000437531
CTD-3051D23.4	ENST00000553344
AKR1B1P8	ENST00000418396
RP11-5P4.1	ENST00000425352
RP11-318C24.1	ENST00000452777
TMEM44-AS1	ENST00000453671
GPR146	ENST00000397095
SGO1-AS1	ENST00000634618
SMG1P2	ENST00000566127
HLA-U	ENST00000418981
ATP6V0B	ENST00000532642
SMPD4	ENST00000409031
ACIN1	ENST00000262710
RN7SKP212	ENST00000410851
RP1-296G17.3	ENST00000424220
RPL17P12	ENST00000413391
MID2	ENST00000262843
IGHV5-51	ENST00000390626
PA2G4P2	ENST00000414718
RNA5SP242	ENST00000364171
GS1-388B5.8	ENST00000467186
HIST1H2BJ	ENST00000339812
NPSR1-AS1	ENST00000419766
MAGEB3	ENST00000361644
RP3-395M20.12	ENST00000606645
RP11-203B9.4	ENST00000416069
RNU6-1154P	ENST00000391001
RP11-418B12.1	ENST00000477099
RNU6-1164P	ENST00000364428
MIR4500HG	ENST00000436290
C6orf62	ENST00000378119
RP11-71B7.1	ENST00000618617
ZBTB3	ENST00000394807
MMD2	ENST00000404774
NMD3P2	ENST00000421815
CASC16	ENST00000510238
IFT81	ENST00000242591
RP11-15K19.2	ENST00000426595
CTAGE3P	ENST00000454280
CMTR1	ENST00000373451
AC002985.3	ENST00000593484
LINC01038	ENST00000457858
MED28	ENST00000503945
LONRF2P2	ENST00000439212
RP11-471L13.2	ENST00000585228
MIR4790	ENST00000577799
IGHV4-55	ENST00000520889
MCM7	ENST00000303887
CTD-2033D15.1	ENST00000560769
MIR6793	ENST00000612376
OTUB2	ENST00000203664
RP3-335N17.2	ENST00000589278
RP11-266K4.13	ENST00000611627
MMP25	ENST00000336577
RP11-48B3.4	ENST00000569134
MTND2P18	ENST00000419962
OR7A18P	ENST00000600416
RNU6-61P	ENST00000365528
LINC01620	ENST00000623295
RP11-24P14.1	ENST00000635636
CTD-2299N12.1	ENST00000624837
PIGP	ENST00000464265
IRF3	ENST00000601291
RP13-359K18.1	ENST00000603103
ADAM3A	ENST00000490268
CREB3	ENST00000353704
USP9YP28	ENST00000435142
ITFG1	ENST00000320640
GLIS2-AS1	ENST00000576080
RP11-294C11.10	ENST00000637451
RP11-249L21.2	ENST00000405722
AC090505.6	ENST00000423318
RP11-119B16.2	ENST00000451507
RP13-415G19.2	ENST00000622936
RP11-99A1.2	ENST00000590604
RP11-541E12.1	ENST00000605062
IGIP	ENST00000333305
BPIFB6	ENST00000349552
AC009245.3	ENST00000456481
RP11-700E23.2	ENST00000518042
TEX264	ENST00000341333
IL17C	ENST00000244241
OR7E24	ENST00000456448
RSL24D1P3	ENST00000449255
ZNF146	ENST00000443387
LINC01607	ENST00000607172
RNA5SP479	ENST00000364858
RP1-303A1.1	ENST00000405326
AF238380.8	ENST00000402231
PABPC1L2B	ENST00000373521
RP11-69H7.3	ENST00000563568
AC090616.2	ENST00000398832
NMUR2	ENST00000255262
AC006000.5	ENST00000456809
CYCSP39	ENST00000565821
LURAP1L-AS1	ENST00000417638
MTATP6P19	ENST00000413797
RP11-353N14.1	ENST00000570512
RAP2CP1	ENST00000605179
GS1-304P7.3	ENST00000609032
SLC9A5	ENST00000299798
CD83	ENST00000379153
RPL24P7	ENST00000399435
RP11-408A13.4	ENST00000610061
RP5-1185H19.2	ENST00000426515
RPL21	ENST00000272274
RP11-192B18.1	ENST00000603497
WDR47	ENST00000400794
OR52J1P	ENST00000450596
HSPE1P21	ENST00000438283
RP11-116K4.1	ENST00000578241
AL450992.6	ENST00000413192
AF146191.4	ENST00000511785
DDX11-AS1	ENST00000500527
MT4	ENST00000219162
CDK2AP2P3	ENST00000422476
RP11-279O9.4	ENST00000512874
CTB-78O21.1	ENST00000509592
FAM90A19P	ENST00000533611
ADAM29	ENST00000359240
CHGB	ENST00000378961
KLRA1P	ENST00000535939
RP11-14P20.1	ENST00000579492
bP-2189O9.2	ENST00000624291
RP11-1C1.4	ENST00000515243
RP11-119K6.6	ENST00000432120
GYG1P2	ENST00000426437
CTIF	ENST00000382998
RP11-439A17.9	ENST00000457996
EGFR-AS1	ENST00000442411
POLR3KP2	ENST00000581517
LMNTD2	ENST00000329451
OR13H1	ENST00000338616
EIF1P3	ENST00000423841
EIF2S2P3	ENST00000428356
GAPDHP65	ENST00000425487
TMTC2	ENST00000321196
GOLGA6B	ENST00000421285
RN7SKP131	ENST00000410698
ARL14EPL	ENST00000601302
AC104389.31	ENST00000450768
PYROXD1	ENST00000240651
CTD-3222D19.11	ENST00000597357
RNU7-52P	ENST00000516172
KRT8P13	ENST00000463294
LINC01249	ENST00000412134
RP11-719L21.1	ENST00000509840
CBFB	ENST00000412916
DEFB105A	ENST00000334773
MIR891A	ENST00000401237
AL672294.1	ENST00000417047
MTMR9	ENST00000221086
MRRF	ENST00000344641
ZHX1-C8orf76	ENST00000357082
SURF6P1	ENST00000451854
RP11-248E9.6	ENST00000548691
RN7SL464P	ENST00000492743
HNRNPH1P1	ENST00000403291
RNF148	ENST00000434824
RP3-455J7.4	ENST00000451992
RP11-736E3.1	ENST00000441928
AP000654.5	ENST00000605633
RN7SL248P	ENST00000615117
NPM1P18	ENST00000434232
AC009133.22	ENST00000449759
SETD8P1	ENST00000623146
MIR3942	ENST00000585264
MIR27B	ENST00000385129
EVPL	ENST00000586740
RP11-231C18.1	ENST00000511634
GPA33	ENST00000367868
CDC42P6	ENST00000421246
RP11-546K22.1	ENST00000521188
RP11-2C15.1	ENST00000569807
AC009299.2	ENST00000435692
RP11-293P20.2	ENST00000439239
CTD-2354A18.1	ENST00000563172
CASP10	ENST00000286186
NXT1P1	ENST00000458481
LRRFIP2	ENST00000336686
RP11-545M8.4	ENST00000637583
RP11-359P18.5	ENST00000519444
AC133551.1	ENST00000616638
OR2T8	ENST00000319968
AC078899.3	ENST00000593952
XXbac-BPG300A18.13	ENST00000559458
AC022182.2	ENST00000529239
RPS7P1	ENST00000571702
RP11-118H15.1	ENST00000616196
ZNF140	ENST00000355557
MIR103A2	ENST00000362154
LSM4	ENST00000594828
CTD-2528L19.6	ENST00000588040
CNPY2	ENST00000273308
VWA7	ENST00000375688
RN7SL840P	ENST00000606883
NBR1	ENST00000341165
PPIEL	ENST00000427240
RP11-290O12.2	ENST00000624941
RNU6-608P	ENST00000383927
PPIAP10	ENST00000438675
PET100	ENST00000594797
RP11-583F2.2	ENST00000583416
APLP2	ENST00000263574
HSPE1P25	ENST00000455484
BNIP3P11	ENST00000603878
RP11-740D6.3	ENST00000531824
RP11-386G11.5	ENST00000547866
RP11-91K8.2	ENST00000512424
SGPP1	ENST00000247225
PTGES3L	ENST00000591916
TRBV7-7	ENST00000390377
MUM1L1	ENST00000337685
RP4-734G22.3	ENST00000606802
PLLP	ENST00000219207
MAML1	ENST00000292599
RNASEK	ENST00000548577
RP11-732A19.1	ENST00000464563
RP11-169D4.4	ENST00000615104
LDHAL6DP	ENST00000513668
RALGAPA1P1	ENST00000443361
FDXACB1	ENST00000260257
RP11-841O20.2	ENST00000554055
RP11-26M5.2	ENST00000522541
RNA5SP484	ENST00000458857
RP11-5K16.3	ENST00000512540
CCL3L3	ENST00000619989
IGKV1D-37	ENST00000509129
FAM111B	ENST00000343597
OSBPL7	ENST00000007414
RP11-20B7.1	ENST00000498832
DNAJB3	ENST00000449667
MKLN1-AS	ENST00000429067
RP11-287D1.2	ENST00000624835
ATP5A1P5	ENST00000454088
CCDC144A	ENST00000360524
OR2G2	ENST00000320065
RP11-386B13.1	ENST00000508796
CYP4F34P	ENST00000425951
RNU6-469P	ENST00000516253
TRAT1	ENST00000295756
RP11-460H9.1	ENST00000506917
RP11-675P14.2	ENST00000624521
LINC01465	ENST00000408887
OR8A3P	ENST00000528904
IGKC	ENST00000390237
RP11-366M4.6	ENST00000514228
RP11-1K3.1	ENST00000548873
SKIV2L2	ENST00000230640
ENTPD1	ENST00000371207
RP11-386G21.2	ENST00000522559
IGLVV-66	ENST00000523818
BSDC1	ENST00000341071
RP13-192B19.2	ENST00000569460
CTD-3187F8.6	ENST00000594454
C17orf112	ENST00000623702
MAGEA12	ENST00000357916
RP11-221H10.1	ENST00000518519
RNU6-80P	ENST00000384195
ZFYVE26	ENST00000347230
SAGE1	ENST00000324447
CTC-527H23.3	ENST00000561876
AC090044.2	ENST00000423193
CTD-2021H9.3	ENST00000549357
SNHG25	ENST00000582965
HNRNPDP2	ENST00000406475
MIR338	ENST00000636369
RP11-164O23.8	ENST00000619568
OLFM1	ENST00000371793
RANP8	ENST00000444720
ANO1-AS2	ENST00000531347
FAM46A	ENST00000369756
USP47	ENST00000399455
PPP4R1	ENST00000400556
LINC00526	ENST00000581067
RP11-422P24.11	ENST00000608236
PSMA2P3	ENST00000429685
RP11-521A24.1	ENST00000449016
RNU5E-3P	ENST00000515913
BEX2	ENST00000536889
RP11-333J10.3	ENST00000620689
ZNF223	ENST00000434772
WFIKKN2	ENST00000311378
NBPF3	ENST00000318249
EIF2S2P2	ENST00000447161
RPL36AP33	ENST00000450395
RP11-600L4.1	ENST00000506010
RP11-713H12.1	ENST00000479856
RP11-54G14.1	ENST00000613153
RP11-407P18.1	ENST00000526618
RP11-174I12.2	ENST00000518970
MIR6731	ENST00000614863
RP11-246K15.1	ENST00000520370
RP11-109J4.1	ENST00000518580
SIX6	ENST00000327720
MTND6P18	ENST00000439477
APOOP4	ENST00000513530
LRRTM2	ENST00000274711
PLCD3	ENST00000619929
RASSF4	ENST00000340258
RP11-209D20.2	ENST00000612976
FABP5P15	ENST00000453566
AGAP1-IT1	ENST00000440498
CRYZ	ENST00000340866
RNU5F-8P	ENST00000515941
RP1-12G14.9	ENST00000627304
RP11-648L3.1	ENST00000480251
ZNF23	ENST00000357254
RP11-434J24.3	ENST00000605108
MIR708	ENST00000390708
RP11-368E13.1	ENST00000617364
ZNF180	ENST00000221327
PPP6C	ENST00000451402
LINC01483	ENST00000433856
FAM189A1	ENST00000261275
ZNF546	ENST00000347077
DUX4L15	ENST00000611059
KBTBD11-OT1	ENST00000518539
AC012074.2	ENST00000313031
RPS4XP17	ENST00000479057
LINC01581	ENST00000558874
AC013448.1	ENST00000422118
RP4-735C1.4	ENST00000431955
NDUFAF1	ENST00000260361
RN7SL825P	ENST00000471327
DNAH17	ENST00000389840
RP13-942N8.1	ENST00000602918
SNORD116-18	ENST00000383961
FAM50A	ENST00000393600
RP13-270P17.1	ENST00000578800
SYS1	ENST00000243918
RP11-402J6.1	ENST00000506057
POLR2J4	ENST00000427076
POLR2J4	ENST00000326391
PLA2R1	ENST00000283243
LL0XNC01-37G1.2	ENST00000428521
RP11-569D9.5	ENST00000635901
PNMAL2	ENST00000599531
ALG1L12P	ENST00000515046
RP3-468O1.6	ENST00000618799
RP11-96C21.1	ENST00000559752
PREX2	ENST00000288368
IRX3	ENST00000329734
UBE2V1P11	ENST00000411559
RP11-54O7.2	ENST00000398216
RP11-130L8.1	ENST00000602445
RP11-640I15.1	ENST00000584540
RP11-498E2.9	ENST00000602325
ABBA01000934.1	ENST00000637477
RPL7L1P5	ENST00000590816
LY6K	ENST00000292430
SRRM5	ENST00000417606
RNF19BPY	ENST00000458209
PCNX1	ENST00000304743
EIF4A3P1	ENST00000578499
RP11-170N16.3	ENST00000609680
RP11-78L16.1	ENST00000616578
DLL3	ENST00000205143
FDPSP4	ENST00000534629
RP11-349A8.3	ENST00000584277
MRGPRX4	ENST00000314254
NMNAT1P5	ENST00000559657
MIR562	ENST00000384894
RN7SL802P	ENST00000577858
BANF1	ENST00000312175
IMP4	ENST00000259239
EIF2B4	ENST00000493344
RP11-431K24.4	ENST00000424689
AC026904.1	ENST00000430626
PLEKHA5	ENST00000429027
RNU6-495P	ENST00000362995
SPRR2G	ENST00000368748
KB-318B8.7	ENST00000444093
RP11-477N12.6	ENST00000634974
RP11-744J10.2	ENST00000522872
KRT18P27	ENST00000427733
OSBPL5	ENST00000263650
RP11-1G11.2	ENST00000524123
KRT17P5	ENST00000444070
RP11-256K7.1	ENST00000392269
LRRC37A2	ENST00000333412
DLG5-AS1	ENST00000632919
RBCK1	ENST00000356286
RP11-747I9.1	ENST00000422490
RP1-139D8.6	ENST00000372963
IL31RA	ENST00000447346
FAM95B1	ENST00000618309
FAM95B1	ENST00000592873
AXIN1	ENST00000262320
BRWD1P1	ENST00000401091
RP11-638I8.1	ENST00000636578
MTND1P21	ENST00000412991
CTD-2278B20.1	ENST00000515696
RP11-640A1.4	ENST00000591796
RP11-861L17.2	ENST00000584419
CCKAR	ENST00000295589
USP49	ENST00000394253
RP1-317E23.3	ENST00000536896
INTS3	ENST00000318967
GNPDA2	ENST00000295448
AC087499.8	ENST00000441958
RP13-452N2.1	ENST00000462083
RP11-27M5.1	ENST00000603240
RPTN	ENST00000316073
RP11-285E18.2	ENST00000446691
MRPL1	ENST00000315567
RN7SL340P	ENST00000470792
H19_3	ENST00000614351
H19_3	ENST00000617700
SATB2-AS1	ENST00000450728
AC016682.1	ENST00000437118
OXR1	ENST00000442977
AP001619.2	ENST00000432411
ALG1L3P	ENST00000503331
ZBTB20	ENST00000474710
MIR573	ENST00000384964
ISL1	ENST00000230658
RP11-344A5.1	ENST00000422963
RP1-23E21.2	ENST00000452624
ZNF844	ENST00000439326
CICP3	ENST00000440782
CTD-2533K21.1	ENST00000509113
VEGFA	ENST00000372055
RP11-43A14.1	ENST00000520760
RNU6-146P	ENST00000384602
AC139712.1	ENST00000424302
RARRES2P8	ENST00000566335
EEF2KMT	ENST00000427587
KCNJ6-AS1	ENST00000435001
IGHV7-40	ENST00000520963
INMT	ENST00000013222
AGO2	ENST00000220592
RP11-474O21.2	ENST00000436879
USP46-AS1	ENST00000503051
GDF2	ENST00000581492
CTD-2326C4.1	ENST00000623805
KRT76	ENST00000332411
RP11-114N19.3	ENST00000557775
IGKJ3	ENST00000390240
DDX39BP2	ENST00000453923
LINC01402	ENST00000422226
ST8SIA4	ENST00000231461
TREM1	ENST00000589614
TRAV32	ENST00000553993
TMX4	ENST00000246024
MIR1200	ENST00000408398
MTND4P2	ENST00000507767
RP11-124N3.2	ENST00000513955
RHPN1	ENST00000289013
RP11-757O6.4	ENST00000584979
SAMHD1	ENST00000262878
PTGER3	ENST00000497146
RP11-449D8.3	ENST00000579571
C7orf72	ENST00000297001
MIEF2	ENST00000395706
ZNF542P	ENST00000490123
GRAMD4P5	ENST00000557243
RP11-380I20.2	ENST00000449233
PBX1	ENST00000420696
TNNI3	ENST00000344887
FAM188B	ENST00000265299
TMEM163	ENST00000281924
RP11-17E15.1	ENST00000621514
RP11-89N17.3	ENST00000440074
PPP6R2P1	ENST00000450880
MARVELD1	ENST00000285605
SAA4	ENST00000278222
ARVCF	ENST00000263207
HMGN2P27	ENST00000427352
RP11-182J1.18	ENST00000618330
SUGP2	ENST00000600377
RP11-665C16.1	ENST00000488313
RNU6-449P	ENST00000383914
LTV1	ENST00000367576
RP11-282A11.2	ENST00000623209
SRGAP2B	ENST00000612199
RNA5SP93	ENST00000362525
RP11-438F14.10	ENST00000603158
KCNMB3P1	ENST00000493696
HIST1H2BO	ENST00000616182
AF127577.11	ENST00000436429
TMEM161BP1	ENST00000457388
C15orf39	ENST00000360639
FBXO2	ENST00000354287
SLC25A24P2	ENST00000415059
RP11-544A12.8	ENST00000502188
HNRNPCL3	ENST00000617807
DLX4	ENST00000240306
LINC01504	ENST00000436054
AC004878.2	ENST00000616609
RP11-739N10.1	ENST00000584546
CH507-216K13.1	ENST00000623954
HIST1H2BC	ENST00000314332
RP11-220I1.2	ENST00000426946
RP11-520H14.7	ENST00000624958
PAPSS1	ENST00000265174
SNX25	ENST00000264694
RP11-15G8.1	ENST00000307155
SNORD81	ENST00000365153
SNORD81	ENST00000390976
SNORD81	ENST00000363064
RP11-81H3.2	ENST00000515416
OR7E155P	ENST00000412208
GJB5	ENST00000338513
CFAP46	ENST00000368586
IL5RA	ENST00000256452
HTR5A	ENST00000287907
MED31	ENST00000225728
RP11-13J12.2	ENST00000624500
FERP1	ENST00000436391
RNU6-783P	ENST00000516710
RP3-337H4.9	ENST00000607571
MTND4P11	ENST00000417020
RNU6-39P	ENST00000384344
PRH2	ENST00000381847
TM9SF4	ENST00000398022
RP1-142F18.2	ENST00000503029
LINC01150	ENST00000455671
AC008592.3	ENST00000514941
RPL7AP28	ENST00000464513
RP4-601P9.1	ENST00000547876
RP11-432M8.20	ENST00000603531
RP11-506F3.1	ENST00000632044
RP11-1277A3.2	ENST00000515045
CDY9P	ENST00000451397
MNX1-AS2	ENST00000429228
RP1-40E16.11	ENST00000447644
RP11-35J1.2	ENST00000626131
RP11-434D12.1	ENST00000608606
RP4-604G5.3	ENST00000419978
SNORD12C	ENST00000386307
COL14A1	ENST00000297848
RNA5SP109	ENST00000391010
RP11-423H2.4	ENST00000623288
CROT	ENST00000419147
NBAS	ENST00000281513
NDUFB3	ENST00000237889
RAB6B	ENST00000285208
TMEM39B	ENST00000336294
MAP3K6	ENST00000357582
OSTCP5	ENST00000425293
AC073316.1	ENST00000437354
RP11-353N4.5	ENST00000617878
TCEAL4P1	ENST00000453620
RP11-90K6.1	ENST00000498032
RP1-12G14.7	ENST00000419134
SSX9	ENST00000376909
OR52S1P	ENST00000427016
TMEM108	ENST00000321871
CASKP1	ENST00000412870
RP11-342D14.1	ENST00000450246
RP11-315I14.2	ENST00000440888
HFE	ENST00000357618
QPCT	ENST00000338415
RP11-973F15.2	ENST00000577765
HTRA1	ENST00000368984
ASPN	ENST00000375544
RP11-308N19.3	ENST00000446206
MIR4688	ENST00000577966
RP11-618L22.1	ENST00000621214
CTD-2522B17.8	ENST00000574771
NRG3-AS1	ENST00000448936
CTD-2026K11.3	ENST00000566036
RP11-147L13.13	ENST00000622750
JADE3	ENST00000611250
TREML3P	ENST00000564680
CNTFR-AS1	ENST00000436360
MIR3201	ENST00000578320
DMD-AS3	ENST00000439592
CSTF3-AS1	ENST00000500025
RP11-283G6.5	ENST00000541940
RP11-548L20.1	ENST00000513843
B4GALT1-AS1	ENST00000442432
LA16c-380F5.1	ENST00000623365
RP11-322A17.1	ENST00000423224
RN7SL128P	ENST00000467883
IGHD4-11	ENST00000431440
BMPR1APS1	ENST00000403332
CTD-2224J9.8	ENST00000509280
RP11-442O1.3	ENST00000621095
RP11-315O6.2	ENST00000529278
SNORD91B	ENST00000608459
CAPZB	ENST00000433834
RP11-847H18.3	ENST00000537655
RP11-18H21.2	ENST00000504799
RP13-672B3.5	ENST00000539323
NADSYN1	ENST00000319023
NENFP3	ENST00000503735
AC105339.1	ENST00000440479
FHL3	ENST00000373016
RP11-278H7.5	ENST00000623669
GLI1	ENST00000228682
NR5A2	ENST00000367362
DGKA	ENST00000331886
RP11-230C9.3	ENST00000604792
RP11-330M2.4	ENST00000602494
UQCRC2P1	ENST00000417777
RP11-245C17.2	ENST00000558044
LINC00836	ENST00000626230
GRAMD4P4	ENST00000613563
MTG2	ENST00000370823
RP11-139F9.1	ENST00000522549
IGFL1P1	ENST00000599950
GTF2IP3	ENST00000433887
SVBP	ENST00000372521
SMIM17	ENST00000598409
RP11-227D13.5	ENST00000616350
CD36	ENST00000309881
SLC7A4	ENST00000382932
RP1-4G17.2	ENST00000576271
BGLT3	ENST00000564523
MIR346	ENST00000362234
RP11-63P12.2	ENST00000446146
MIR3681HG	ENST00000412294
RNU6-331P	ENST00000384724
XAGE2	ENST00000286049
RP11-1105G2.4	ENST00000550111
HIST2H2AA3	ENST00000369159
XXbac-BPG181B23.6	ENST00000440087
RP11-671E7.1	ENST00000424552
RP11-81H14.1	ENST00000612531
MIR4717	ENST00000584656
RPSAP61	ENST00000412542
LZTFL1	ENST00000296135
ZNF431	ENST00000311048
ZNF317P1	ENST00000521453
RP11-798G7.5	ENST00000588189
TUB	ENST00000305253
MTATP6P22	ENST00000507369
ZFHX4	ENST00000521891
SNRPD2P1	ENST00000489253
RP11-753A21.2	ENST00000562480
SERPINB10	ENST00000238508
ATAT1	ENST00000376485
RP11-1325J9.1	ENST00000503549
OR6C68	ENST00000548615
SCAI	ENST00000373549
RP11-398J16.1	ENST00000478069
AP000345.2	ENST00000454863
NMTRS-TGA3-1	ENST00000481618
AC013448.2	ENST00000440341
IPO5	ENST00000261574
RP11-730N24.2	ENST00000502861
TRIP13	ENST00000166345
RP1-28H20.3	ENST00000606362
RP11-167B3.2	ENST00000622210
TLR3	ENST00000296795
SERTM1	ENST00000315190
MIR5702	ENST00000582265
